side,entry_time,entry_price,stop,target,exit_time,exit_price,exit_reason,realized_r,atr_at_exit,level_price,level_time,h4_signal,cost_r,net_r
long,2024-06-14 09:15:00+00:00,2316.745,2314.3142592312734,2324.0372223061795,2024-06-14 10:00:00+00:00,2324.0372223061795,target,3.0,2.7901524160506113,2315.755,1718211600000000000,1,0.1028493055353553,2.897150694464645
long,2024-06-14 13:30:00+00:00,2330.695,2322.684102219407,2354.7276933417793,2024-06-17 01:00:00+00:00,2322.684102219407,stop,-1.0,2.1099503300580627,2323.945,1718370000000000000,1,0.04437673856781953,-1.0443767385678195
long,2024-08-02 16:00:00+00:00,2437.364,2426.2629448498624,2470.667165450413,2024-08-02 16:45:00+00:00,2426.2629448498624,stop,-1.0,9.523487931064622,2434.828,1722531600000000000,1,0.06541489855982083,-1.0654148985598209
long,2024-08-02 17:15:00+00:00,2426.705,2420.198492152526,2446.224523542422,2024-08-04 22:00:00+00:00,2446.224523542422,target,3.0,5.93713564195698,2422.898,1722618000000000000,1,0.038423069004220926,2.961576930995779
long,2024-08-30 13:15:00+00:00,2515.188,2511.639256561466,2525.8342303156023,2024-08-30 14:00:00+00:00,2511.639256561466,stop,-1.0,4.038650309109767,2514.885,1725008400000000000,1,0.12735001086530334,-1.1273500108653034
long,2024-09-02 03:30:00+00:00,2494.465,2492.8652508615596,2499.2642474153217,2024-09-02 06:00:00+00:00,2499.2642474153217,target,3.0,2.4739920518663325,2494.048,1725037200000000000,1,0.15627450204080465,2.8437254979591953
long,2024-09-02 11:00:00+00:00,2498.205,2496.1553532100875,2504.3539403697373,2024-09-03 00:00:00+00:00,2496.1553532100875,stop,-1.0,1.4365026907653315,2496.995,1725267600000000000,1,0.15701492380158433,-1.1570149238015843
long,2024-09-04 09:15:00+00:00,2474.285,2472.352445497766,2480.0826635067015,2024-09-04 09:45:00+00:00,2480.0826635067015,target,3.0,3.2634372598214485,2473.245,1725368400000000000,1,0.1293624576750726,2.8706375423249275
long,2024-09-04 11:00:00+00:00,2489.935,2486.367589359803,2500.637231920591,2024-09-04 12:15:00+00:00,2486.367589359803,stop,-1.0,3.32756882629901,2489.534,1725325200000000000,1,0.11671727292150177,-1.1167172729215018
long,2024-09-04 13:45:00+00:00,2485.075,2480.768066517104,2497.9958004486866,2024-09-04 14:00:00+00:00,2497.9958004486866,target,3.0,4.60853220896344,2484.575,1725354000000000000,1,0.0580459394120761,2.941954060587924
short,2024-09-20 05:30:00+00:00,2593.878,2595.323030033161,2589.5429099005173,2024-09-20 06:00:00+00:00,2595.323030033161,stop,-1.0,1.9377223742212017,2594.775,1726736400000000000,-1,0.24005460838226333,-1.2400546083822634
short,2024-09-23 11:00:00+00:00,2622.255,2624.6076032900964,2615.197190129711,2024-09-23 11:30:00+00:00,2624.6076032900964,stop,-1.0,2.642810476636948,2622.615,1727038800000000000,-1,0.16243304829187694,-1.162433048291877
long,2024-09-27 13:00:00+00:00,2669.208,2665.051916419932,2681.676250740205,2024-09-27 13:15:00+00:00,2665.051916419932,stop,-1.0,3.569544414496652,2666.075,1727398800000000000,1,0.10309639170389141,-1.1030963917038914
long,2024-09-27 17:30:00+00:00,2645.015,2641.706352296302,2654.940943111093,2024-09-27 20:45:00+00:00,2654.940943111093,target,3.0,3.5604366993726297,2643.111,1727456400000000000,1,0.07555957067311886,2.9244404293268813
